#AssemblyAccession	AssemblyName	Organism	AssemblyStatus	BioprojectAccession	BioSample	ContigN50	ScaffoldN50	FtpPath
GCF_018131105.1	ASM1813110v1	Bradyrhizobium manausense (a-proteobacteria)	Contig	PRJNA224116	SAMN17708013	4260718	4260718	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/018/131/105/GCF_018131105.1_ASM1813110v1
GCF_018131075.1	ASM1813107v1	Bradyrhizobium sp. JYMT SZCCT0428 (a-proteobacteria)	Contig	PRJNA224116	SAMN17708011	134089	134089	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/018/131/075/GCF_018131075.1_ASM1813107v1
GCF_018131065.1	ASM1813106v1	Bradyrhizobium sp. AUGA SZCCT0431 (a-proteobacteria)	Contig	PRJNA224116	SAMN17708012	156454	156454	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/018/131/065/GCF_018131065.1_ASM1813106v1
GCF_018131045.1	ASM1813104v1	Bradyrhizobium elkanii (a-proteobacteria)	Contig	PRJNA224116	SAMN17708010	150833	150833	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/018/131/045/GCF_018131045.1_ASM1813104v1
GCF_018131015.1	ASM1813101v1	Bradyrhizobium diazoefficiens (a-proteobacteria)	Contig	PRJNA224116	SAMN17708009	209377	209377	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/018/131/015/GCF_018131015.1_ASM1813101v1
GCF_018131005.1	ASM1813100v1	Bradyrhizobium lablabi (a-proteobacteria)	Contig	PRJNA224116	SAMN17708008	607227	607227	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/018/131/005/GCF_018131005.1_ASM1813100v1
GCF_018130985.1	ASM1813098v1	Bradyrhizobium manausense (a-proteobacteria)	Contig	PRJNA224116	SAMN17708007	314403	314403	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/018/130/985/GCF_018130985.1_ASM1813098v1
GCF_018130955.1	ASM1813095v1	Bradyrhizobium liaoningense (a-proteobacteria)	Contig	PRJNA224116	SAMN17708006	102387	102387	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/018/130/955/GCF_018130955.1_ASM1813095v1
GCF_018130945.1	ASM1813094v1	Bradyrhizobium manausense (a-proteobacteria)	Contig	PRJNA224116	SAMN17708005	386452	386452	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/018/130/945/GCF_018130945.1_ASM1813094v1
GCF_018130925.1	ASM1813092v1	Bradyrhizobium japonicum (a-proteobacteria)	Contig	PRJNA224116	SAMN17708002	593351	593351	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/018/130/925/GCF_018130925.1_ASM1813092v1
GCF_018130895.1	ASM1813089v1	Bradyrhizobium diazoefficiens (a-proteobacteria)	Contig	PRJNA224116	SAMN17708004	405587	405587	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/018/130/895/GCF_018130895.1_ASM1813089v1
GCF_018130885.1	ASM1813088v1	Bradyrhizobium sp. KB893862 SZCCT0404 (a-proteobacteria)	Contig	PRJNA224116	SAMN17708003	565119	565119	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/018/130/885/GCF_018130885.1_ASM1813088v1
GCF_018130835.1	ASM1813083v1	Bradyrhizobium japonicum (a-proteobacteria)	Contig	PRJNA224116	SAMN17708000	419395	419395	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/018/130/835/GCF_018130835.1_ASM1813083v1
GCF_018130855.1	ASM1813085v1	Bradyrhizobium liaoningense (a-proteobacteria)	Contig	PRJNA224116	SAMN17707997	433663	433663	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/018/130/855/GCF_018130855.1_ASM1813085v1
GCF_018130825.1	ASM1813082v1	Bradyrhizobium liaoningense (a-proteobacteria)	Contig	PRJNA224116	SAMN17707999	685377	685377	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/018/130/825/GCF_018130825.1_ASM1813082v1
GCF_018130785.1	ASM1813078v1	Bradyrhizobium liaoningense (a-proteobacteria)	Contig	PRJNA224116	SAMN17707998	240128	240128	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/018/130/785/GCF_018130785.1_ASM1813078v1
GCF_018130795.1	ASM1813079v1	Bradyrhizobium japonicum (a-proteobacteria)	Contig	PRJNA224116	SAMN17708001	936985	936985	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/018/130/795/GCF_018130795.1_ASM1813079v1
GCF_018130765.1	ASM1813076v1	Bradyrhizobium iriomotense (a-proteobacteria)	Contig	PRJNA224116	SAMN17707992	257931	257931	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/018/130/765/GCF_018130765.1_ASM1813076v1
GCF_018130735.1	ASM1813073v1	Bradyrhizobium japonicum (a-proteobacteria)	Contig	PRJNA224116	SAMN17707995	422786	422786	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/018/130/735/GCF_018130735.1_ASM1813073v1
GCF_018130725.1	ASM1813072v1	Bradyrhizobium liaoningense (a-proteobacteria)	Contig	PRJNA224116	SAMN17707996	567320	567320	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/018/130/725/GCF_018130725.1_ASM1813072v1
GCF_018130695.1	ASM1813069v1	Bradyrhizobium jicamae (a-proteobacteria)	Contig	PRJNA224116	SAMN17707994	234736	234736	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/018/130/695/GCF_018130695.1_ASM1813069v1
GCF_018130685.1	ASM1813068v1	Bradyrhizobium liaoningense (a-proteobacteria)	Contig	PRJNA224116	SAMN17707993	1030357	1030357	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/018/130/685/GCF_018130685.1_ASM1813068v1
GCF_018130665.1	ASM1813066v1	Bradyrhizobium manausense (a-proteobacteria)	Contig	PRJNA224116	SAMN17707991	505207	505207	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/018/130/665/GCF_018130665.1_ASM1813066v1
GCF_018130635.1	ASM1813063v1	Bradyrhizobium diazoefficiens (a-proteobacteria)	Contig	PRJNA224116	SAMN17707988	52094	52094	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/018/130/635/GCF_018130635.1_ASM1813063v1
GCF_018130615.1	ASM1813061v1	Bradyrhizobium manausense (a-proteobacteria)	Contig	PRJNA224116	SAMN17707990	303339	303339	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/018/130/615/GCF_018130615.1_ASM1813061v1
GCF_018130595.1	ASM1813059v1	Bradyrhizobium liaoningense (a-proteobacteria)	Contig	PRJNA224116	SAMN17707989	67591	67591	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/018/130/595/GCF_018130595.1_ASM1813059v1
GCF_018130585.1	ASM1813058v1	Bradyrhizobium diazoefficiens (a-proteobacteria)	Contig	PRJNA224116	SAMN17707987	52235	52235	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/018/130/585/GCF_018130585.1_ASM1813058v1
GCF_018130565.1	ASM1813056v1	Bradyrhizobium liaoningense (a-proteobacteria)	Contig	PRJNA224116	SAMN17707985	448112	448112	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/018/130/565/GCF_018130565.1_ASM1813056v1
GCF_018130545.1	ASM1813054v1	Bradyrhizobium tropiciagri (a-proteobacteria)	Contig	PRJNA224116	SAMN17707986	868356	868356	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/018/130/545/GCF_018130545.1_ASM1813054v1
GCF_018130525.1	ASM1813052v1	Bradyrhizobium liaoningense (a-proteobacteria)	Contig	PRJNA224116	SAMN17707983	63984	63984	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/018/130/525/GCF_018130525.1_ASM1813052v1
GCF_018130505.1	ASM1813050v1	Bradyrhizobium tropiciagri (a-proteobacteria)	Contig	PRJNA224116	SAMN17707984	449340	449340	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/018/130/505/GCF_018130505.1_ASM1813050v1
GCF_018130485.1	ASM1813048v1	Bradyrhizobium diazoefficiens (a-proteobacteria)	Contig	PRJNA224116	SAMN17707981	52181	52181	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/018/130/485/GCF_018130485.1_ASM1813048v1
GCF_018130465.1	ASM1813046v1	Bradyrhizobium canariense (a-proteobacteria)	Contig	PRJNA224116	SAMN17707982	398686	398686	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/018/130/465/GCF_018130465.1_ASM1813046v1
GCF_018130445.1	ASM1813044v1	Bradyrhizobium liaoningense (a-proteobacteria)	Contig	PRJNA224116	SAMN17707979	53353	53353	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/018/130/445/GCF_018130445.1_ASM1813044v1
GCF_018130425.1	ASM1813042v1	Bradyrhizobium ottawaense (a-proteobacteria)	Contig	PRJNA224116	SAMN17707978	336855	336855	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/018/130/425/GCF_018130425.1_ASM1813042v1
GCF_018130405.1	ASM1813040v1	Bradyrhizobium ottawaense (a-proteobacteria)	Contig	PRJNA224116	SAMN17707980	422884	422884	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/018/130/405/GCF_018130405.1_ASM1813040v1
GCF_018130385.1	ASM1813038v1	Bradyrhizobium sp. AUGA SZCCT0283 (a-proteobacteria)	Contig	PRJNA224116	SAMN17707977	230021	230021	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/018/130/385/GCF_018130385.1_ASM1813038v1
GCF_018130365.1	ASM1813036v1	Bradyrhizobium japonicum (a-proteobacteria)	Contig	PRJNA224116	SAMN17707976	537106	537106	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/018/130/365/GCF_018130365.1_ASM1813036v1
GCF_018130345.1	ASM1813034v1	Bradyrhizobium sp. AUGA SZCCT0240 (a-proteobacteria)	Contig	PRJNA224116	SAMN17707974	197765	197765	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/018/130/345/GCF_018130345.1_ASM1813034v1
GCF_018130325.1	ASM1813032v1	Bradyrhizobium sp. AUGA SZCCT0274 (a-proteobacteria)	Contig	PRJNA224116	SAMN17707975	163127	163127	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/018/130/325/GCF_018130325.1_ASM1813032v1
GCF_018130275.1	ASM1813027v1	Bradyrhizobium liaoningense (a-proteobacteria)	Contig	PRJNA224116	SAMN17707971	63959	63959	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/018/130/275/GCF_018130275.1_ASM1813027v1
GCF_018130305.1	ASM1813030v1	Bradyrhizobium diazoefficiens (a-proteobacteria)	Contig	PRJNA224116	SAMN17707973	417027	417027	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/018/130/305/GCF_018130305.1_ASM1813030v1
GCF_018130245.1	ASM1813024v1	Bradyrhizobium japonicum (a-proteobacteria)	Contig	PRJNA224116	SAMN17707970	328915	328915	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/018/130/245/GCF_018130245.1_ASM1813024v1
GCF_018130265.1	ASM1813026v1	Bradyrhizobium ottawaense (a-proteobacteria)	Contig	PRJNA224116	SAMN17707972	324520	324520	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/018/130/265/GCF_018130265.1_ASM1813026v1
GCF_018130215.1	ASM1813021v1	Bradyrhizobium jicamae (a-proteobacteria)	Contig	PRJNA224116	SAMN17707968	136341	136341	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/018/130/215/GCF_018130215.1_ASM1813021v1
GCF_018130205.1	ASM1813020v1	Bradyrhizobium sp. AUGA SZCCT0222 (a-proteobacteria)	Contig	PRJNA224116	SAMN17707969	131603	131603	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/018/130/205/GCF_018130205.1_ASM1813020v1
GCF_018130185.1	ASM1813018v1	Bradyrhizobium sp. AUGA SZCCT0182 (a-proteobacteria)	Contig	PRJNA224116	SAMN17707967	153318	153318	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/018/130/185/GCF_018130185.1_ASM1813018v1
GCF_018130165.1	ASM1813016v1	Bradyrhizobium sp. JYMT SZCCT0180 (a-proteobacteria)	Contig	PRJNA224116	SAMN17707966	253542	253542	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/018/130/165/GCF_018130165.1_ASM1813016v1
GCF_018130145.1	ASM1813014v1	Bradyrhizobium sp. AUGA SZCCT0176 (a-proteobacteria)	Contig	PRJNA224116	SAMN17707964	332031	332031	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/018/130/145/GCF_018130145.1_ASM1813014v1
GCF_018130125.1	ASM1813012v1	Bradyrhizobium sp. AUGA SZCCT0177 (a-proteobacteria)	Contig	PRJNA224116	SAMN17707965	174555	174555	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/018/130/125/GCF_018130125.1_ASM1813012v1
GCF_018130105.1	ASM1813010v1	Bradyrhizobium sp. AUGA SZCCT0160 (a-proteobacteria)	Contig	PRJNA224116	SAMN17707962	246984	246984	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/018/130/105/GCF_018130105.1_ASM1813010v1
GCF_018130085.1	ASM1813008v1	Bradyrhizobium sp. AUGA SZCCT0169 (a-proteobacteria)	Contig	PRJNA224116	SAMN17707963	170371	170371	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/018/130/085/GCF_018130085.1_ASM1813008v1
GCF_018130065.1	ASM1813006v1	Bradyrhizobium sp. AUGA SZCCT0158 (a-proteobacteria)	Contig	PRJNA224116	SAMN17707961	237752	237752	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/018/130/065/GCF_018130065.1_ASM1813006v1
GCF_018130035.1	ASM1813003v1	Bradyrhizobium liaoningense (a-proteobacteria)	Contig	PRJNA224116	SAMN17707960	290345	290345	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/018/130/035/GCF_018130035.1_ASM1813003v1
GCF_018129995.1	ASM1812999v1	Bradyrhizobium japonicum (a-proteobacteria)	Contig	PRJNA224116	SAMN17707959	1033411	1033411	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/018/129/995/GCF_018129995.1_ASM1812999v1
GCF_018129985.1	ASM1812998v1	Bradyrhizobium japonicum (a-proteobacteria)	Contig	PRJNA224116	SAMN17707958	488983	488983	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/018/129/985/GCF_018129985.1_ASM1812998v1
GCF_018129965.1	ASM1812996v1	Bradyrhizobium diazoefficiens (a-proteobacteria)	Contig	PRJNA224116	SAMN17707955	221556	221556	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/018/129/965/GCF_018129965.1_ASM1812996v1
GCF_018129935.1	ASM1812993v1	Bradyrhizobium diazoefficiens (a-proteobacteria)	Contig	PRJNA224116	SAMN17707956	237121	237121	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/018/129/935/GCF_018129935.1_ASM1812993v1
GCF_018129925.1	ASM1812992v1	Bradyrhizobium diazoefficiens (a-proteobacteria)	Contig	PRJNA224116	SAMN17707954	256594	256594	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/018/129/925/GCF_018129925.1_ASM1812992v1
GCF_018129855.1	ASM1812985v1	Bradyrhizobium liaoningense (a-proteobacteria)	Contig	PRJNA224116	SAMN17707950	58279	58279	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/018/129/855/GCF_018129855.1_ASM1812985v1
GCF_018129845.1	ASM1812984v1	Bradyrhizobium sp. U87765 SZCCT0134 (a-proteobacteria)	Contig	PRJNA224116	SAMN17707951	1520672	1520672	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/018/129/845/GCF_018129845.1_ASM1812984v1
GCF_018129825.1	ASM1812982v1	Bradyrhizobium sp. U87765 SZCCT0131 (a-proteobacteria)	Contig	PRJNA224116	SAMN17707948	1216584	1216584	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/018/129/825/GCF_018129825.1_ASM1812982v1
GCF_018129805.1	ASM1812980v1	Bradyrhizobium diazoefficiens (a-proteobacteria)	Contig	PRJNA224116	SAMN17707949	237121	237121	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/018/129/805/GCF_018129805.1_ASM1812980v1
GCF_018129785.1	ASM1812978v1	Bradyrhizobium diazoefficiens (a-proteobacteria)	Contig	PRJNA224116	SAMN17707947	226176	226176	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/018/129/785/GCF_018129785.1_ASM1812978v1
GCF_018129755.1	ASM1812975v1	Bradyrhizobium diazoefficiens (a-proteobacteria)	Contig	PRJNA224116	SAMN17707945	237121	237121	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/018/129/755/GCF_018129755.1_ASM1812975v1
GCF_018129725.1	ASM1812972v1	Bradyrhizobium sp. AUGA SZCCT0124 (a-proteobacteria)	Contig	PRJNA224116	SAMN17707944	870286	870286	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/018/129/725/GCF_018129725.1_ASM1812972v1
GCF_018129705.1	ASM1812970v1	Bradyrhizobium diazoefficiens (a-proteobacteria)	Contig	PRJNA224116	SAMN17707943	215940	215940	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/018/129/705/GCF_018129705.1_ASM1812970v1
GCF_018129685.1	ASM1812968v1	Bradyrhizobium manausense (a-proteobacteria)	Contig	PRJNA224116	SAMN17707942	333235	333235	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/018/129/685/GCF_018129685.1_ASM1812968v1
GCF_018129665.1	ASM1812966v1	Bradyrhizobium sp. U87765 SZCCT0110 (a-proteobacteria)	Contig	PRJNA224116	SAMN17707940	1934489	1934489	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/018/129/665/GCF_018129665.1_ASM1812966v1
GCF_018129645.1	ASM1812964v1	Bradyrhizobium diazoefficiens (a-proteobacteria)	Contig	PRJNA224116	SAMN17707941	218178	218178	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/018/129/645/GCF_018129645.1_ASM1812964v1
GCF_018129605.1	ASM1812960v1	Bradyrhizobium sp. U87765 SZCCT0109 (a-proteobacteria)	Contig	PRJNA224116	SAMN17707939	724207	724207	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/018/129/605/GCF_018129605.1_ASM1812960v1
GCF_018129565.1	ASM1812956v1	Bradyrhizobium sp. AUGA SZCCT0105 (a-proteobacteria)	Contig	PRJNA224116	SAMN17707937	719740	719740	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/018/129/565/GCF_018129565.1_ASM1812956v1
GCF_018129525.1	ASM1812952v1	Bradyrhizobium denitrificans (a-proteobacteria)	Contig	PRJNA224116	SAMN17707935	175090	175090	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/018/129/525/GCF_018129525.1_ASM1812952v1
GCF_018129485.1	ASM1812948v1	Bradyrhizobium sp. AUGA SZCCT0051 (a-proteobacteria)	Contig	PRJNA224116	SAMN17707933	786588	786588	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/018/129/485/GCF_018129485.1_ASM1812948v1
GCF_018129465.1	ASM1812946v1	Bradyrhizobium liaoningense (a-proteobacteria)	Contig	PRJNA224116	SAMN17707926	526761	526761	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/018/129/465/GCF_018129465.1_ASM1812946v1
GCF_018129415.1	ASM1812941v1	Bradyrhizobium sp. AUGA SZCCT0042 (a-proteobacteria)	Contig	PRJNA224116	SAMN17707928	230593	230593	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/018/129/415/GCF_018129415.1_ASM1812941v1
GCF_018129385.1	ASM1812938v1	Bradyrhizobium lablabi (a-proteobacteria)	Contig	PRJNA224116	SAMN17707927	260466	260466	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/018/129/385/GCF_018129385.1_ASM1812938v1
GCF_018129405.1	ASM1812940v1	Bradyrhizobium iriomotense (a-proteobacteria)	Contig	PRJNA224116	SAMN17707925	296517	296517	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/018/129/405/GCF_018129405.1_ASM1812940v1
GCF_017876705.1	ASM1787670v1	Bradyrhizobium elkanii (a-proteobacteria)	Contig	PRJNA224116	SAMN17673373	9264663	9264663	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/017/876/705/GCF_017876705.1_ASM1787670v1
GCF_017834125.1	ASM1783412v1	Bradyrhizobium elkanii (a-proteobacteria)	Contig	PRJNA224116	SAMN17673241	9879115	9879115	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/017/834/125/GCF_017834125.1_ASM1783412v1
GCF_017788805.1	ASM1778880v1	Bradyrhizobium vignae (a-proteobacteria)	Contig	PRJNA224116	SAMN17976689	87613	87613	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/017/788/805/GCF_017788805.1_ASM1778880v1
GCF_017614905.1	ASM1761490v1	Bradyrhizobium neotropicale (a-proteobacteria)	Contig	PRJNA224116	SAMN13634622	347876	347876	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/017/614/905/GCF_017614905.1_ASM1761490v1
GCF_016907215.1	ASM1690721v1	Bradyrhizobium canariense (a-proteobacteria)	Contig	PRJNA224116	SAMN17620003	7995639	7995639	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/016/907/215/GCF_016907215.1_ASM1690721v1
GCF_016616885.1	ASM1661688v1	Bradyrhizobium diazoefficiens (a-proteobacteria)	Complete Genome	PRJNA224116	SAMN16433574	8085095	8085095	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/016/616/885/GCF_016616885.1_ASM1661688v1
GCF_016616425.1	ASM1661642v1	Bradyrhizobium diazoefficiens (a-proteobacteria)	Complete Genome	PRJNA224116	SAMN16433460	7144346	7144346	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/016/616/425/GCF_016616425.1_ASM1661642v1
GCF_016616235.1	ASM1661623v1	Bradyrhizobium diazoefficiens (a-proteobacteria)	Complete Genome	PRJNA224116	SAMN16433501	7668734	7668734	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/016/616/235/GCF_016616235.1_ASM1661623v1
GCF_016612535.1	ASM1661253v1	Bradyrhizobium diazoefficiens (a-proteobacteria)	Contig	PRJNA224116	SAMN16433565	3065835	3065835	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/016/612/535/GCF_016612535.1_ASM1661253v1
GCF_016599855.1	ASM1659985v1	Bradyrhizobium diazoefficiens (a-proteobacteria)	Complete Genome	PRJNA224116	SAMN16433518	7100878	7100878	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/016/599/855/GCF_016599855.1_ASM1659985v1
GCF_016031625.1	ASM1603162v1	Bradyrhizobium agreste (a-proteobacteria)	Contig	PRJNA224116	SAMN15495217	251874	251874	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/016/031/625/GCF_016031625.1_ASM1603162v1
GCF_016031635.1	ASM1603163v1	Bradyrhizobium diversitatis (a-proteobacteria)	Contig	PRJNA224116	SAMN15581659	198871	198871	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/016/031/635/GCF_016031635.1_ASM1603163v1
GCF_016031655.1	ASM1603165v1	Bradyrhizobium glycinis (a-proteobacteria)	Contig	PRJNA224116	SAMN15496426	202190	202190	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/016/031/655/GCF_016031655.1_ASM1603165v1
GCF_015624505.1	ASM1562450v1	Bradyrhizobium genosp. B (a-proteobacteria)	Complete Genome	PRJNA224116	SAMN16089659	7622528	7622528	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/015/624/505/GCF_015624505.1_ASM1562450v1
GCF_015624485.1	ASM1562448v1	Bradyrhizobium genosp. L (a-proteobacteria)	Complete Genome	PRJNA224116	SAMN16089660	7401610	7401610	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/015/624/485/GCF_015624485.1_ASM1562448v1
GCF_015291745.1	ASM1529174v1	Bradyrhizobium sp. CCBAU 53351 (a-proteobacteria)	Complete Genome	PRJNA224116	SAMN03459136	7364031	7364031	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/015/291/745/GCF_015291745.1_ASM1529174v1
GCF_015291725.1	ASM1529172v1	Bradyrhizobium sp. CCBAU 51765 (a-proteobacteria)	Complete Genome	PRJNA224116	SAMN03459149	8416216	8416216	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/015/291/725/GCF_015291725.1_ASM1529172v1
GCF_015291705.1	ASM1529170v1	Bradyrhizobium arachidis (a-proteobacteria)	Complete Genome	PRJNA224116	SAMN03451901	9865973	9865973	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/015/291/705/GCF_015291705.1_ASM1529170v1
GCF_015291685.1	ASM1529168v1	Bradyrhizobium guangdongense (a-proteobacteria)	Complete Genome	PRJNA224116	SAMN03459139	7454657	7454657	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/015/291/685/GCF_015291685.1_ASM1529168v1
GCF_015291665.1	ASM1529166v1	Bradyrhizobium sp. CCBAU 53338 (a-proteobacteria)	Complete Genome	PRJNA224116	SAMN03459143	7304317	7304317	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/015/291/665/GCF_015291665.1_ASM1529166v1
GCF_015291645.1	ASM1529164v1	Bradyrhizobium sp. CCBAU 53340 (a-proteobacteria)	Complete Genome	PRJNA224116	SAMN03459142	7737220	7737220	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/015/291/645/GCF_015291645.1_ASM1529164v1
GCF_015291625.1	ASM1529162v1	Bradyrhizobium sp. CCBAU 53421 (a-proteobacteria)	Complete Genome	PRJNA224116	SAMN03459145	9259049	9259049	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/015/291/625/GCF_015291625.1_ASM1529162v1
GCF_015291565.1	ASM1529156v1	Bradyrhizobium sp. CCBAU 51753 (a-proteobacteria)	Complete Genome	PRJNA224116	SAMN03459146	9120519	9120519	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/015/291/565/GCF_015291565.1_ASM1529156v1
GCF_015291305.1	ASM1529130v1	Bradyrhizobium sp. CCBAU 21365 (a-proteobacteria)	Complete Genome	PRJNA224116	SAMN03459156	9482549	9482549	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/015/291/305/GCF_015291305.1_ASM1529130v1
GCF_014844175.1	ASM1484417v1	Bradyrhizobium sp. SEMIA (a-proteobacteria)	Chromosome	PRJNA224116	SAMN12289215	9700746	9700846	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/014/844/175/GCF_014844175.1_ASM1484417v1
GCF_014640515.1	ASM1464051v1	Bradyrhizobium guangdongense (a-proteobacteria)	Scaffold	PRJNA224116	SAMD00245008	218227	276392	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/014/640/515/GCF_014640515.1_ASM1464051v1
GCF_014530645.1	ASM1453064v1	Bradyrhizobium campsiandrae (a-proteobacteria)	Scaffold	PRJNA224116	SAMN14383894	109466	112187	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/014/530/645/GCF_014530645.1_ASM1453064v1
